9997	2502					16546	10000	5500
9997	3748					колво  занятых клеток	горзонт	вертик
9996	1470							
9994	492							
9992	351							
9989	483							
9987	2148							
9987	3995							
9986	2322							
9985	4992							
9981	652							
9980	2402							
9976	1399							
9975	356							
9970	4562							
9968	3580							
9960	1444							
9960	2065							
9956	3406							
9956	3753							
9953	2110							
9952	1751							
9949	4737							
9948	3128							
9948	4330							
9948	5125							
9947	4197							
9946	3355							
9944	1931							
9943	742							
9942	3707							
9937	2581							
9931	194							
9931	4160							
9930	2513							
9926	322							
9926	1147							
9925	30							
9923	2363							
9922	3285							
9918	5428							
9917	959							
9913	3634							
9912	340							
9911	3809							
9910	1502							
9906	1956							
9905	2456							
9904	462							
9904	4195							
9903	537							
9903	5122							
9901	1403							
9899	2770							
9899	3990							
9898	766							
9897	718							
9895	570							
9895	1989							
9895	2442							
9894	754							
9891	5185							
9889	2270							
9889	4862							
9887	2081							
9884	130							
9884	4380							
9880	221							
9880	4466							
9879	5221							
9877	715							
9875	1313							
9874	1549							
9873	4695							
9870	1564							
9870	1988							
9869	1544							
9869	4574							
9865	1908							
9862	5500							
9858	4600							
9856	2154							
9852	95							
9850	1501							
9848	3363							
9848	5349							
9847	202							
9846	4522							
9845	1476							
9843	275							
9840	1791							
9840	3792							
9840	4864							
9839	2386							
9839	5333							
9838	5030							
9837	1857							
9835	3252							
9834	2385							
9832	2680							
9831	440							
9830	2776							
9825	5230							
9823	2709							
9823	3002							
9822	4840							
9820	2261							
9820	4677							
9817	695							
9817	4607							
9813	62							
9812	220							
9812	2650							
9810	1930							
9810	5419							
9805	1735							
9803	2236							
9800	4822							
9799	545							
9796	5318							
9795	5267							
9793	1349							
9793	3845							
9792	775							
9792	1210							
9790	1035							
9789	1600							
9788	3345							
9786	833							
9783	2872							
9779	4505							
9778	3018							
9777	3644							
9777	4529							
9776	5171							
9774	1348							
9774	2884							
9773	3964							
9773	5458							
9770	2859							
9770	3190							
9769	3690							
9768	1725							
9768	3193							
9767	4237							
9766	1452							
9765	1571							
9765	3929							
9762	1665							
9760	1447							
9760	1493							
9760	1773							
9758	1046							
9756	3202							
9756	4001							
9753	2038							
9748	357							
9748	1869							
9747	152							
9747	476							
9739	423							
9737	2368							
9736	1297							
9735	381							
9735	4289							
9734	5423							
9733	3084							
9732	1131							
9726	3384							
9724	5197							
9723	105							
9720	2972							
9720	4057							
9719	1591							
9718	4061							
9717	1233							
9717	2167							
9716	1866							
9716	2062							
9713	1583							
9713	3009							
9710	924							
9710	4518							
9708	1163							
9707	2665							
9707	3215							
9706	4722							
9706	5415							
9705	4964							
9701	1430							
9701	2020							
9698	5279							
9696	3549							
9693	1553							
9692	3348							
9688	5478							
9685	4483							
9685	4534							
9682	1256							
9682	3523							
9682	4612							
9676	1446							
9673	3875							
9669	4657							
9666	3028							
9666	4048							
9665	2315							
9662	2169							
9660	3745							
9659	5150							
9659	5256							
9658	2521							
9656	933							
9655	3182							
9650	1487							
9649	4608							
9647	4812							
9643	3179							
9639	2068							
9639	2350							
9637	1731							
9637	2554							
9637	4918							
9636	325							
9635	505							
9635	2171							
9633	5495							
9631	2930							
9630	3188							
9627	2176							
9616	324							
9616	1477							
9616	1719							
9612	5209							
9611	2151							
9609	2370							
9607	4353							
9603	1631							
9601	3030							
9600	2993							
9600	4894							
9599	1817							
9593	3108							
9591	3097							
9586	378							
9585	3451							
9584	3033							
9582	1514							
9582	2258							
9581	841							
9580	3698							
9578	1290							
9576	1742							
9575	4076							
9573	1898							
9571	1601							
9568	2973							
9566	5011							
9563	1500							
9562	297							
9562	5274							
9558	1972							
9557	2628							
9557	4686							
9553	91							
9553	466							
9550	1978							
9546	2782							
9545	917							
9543	2017							
9541	4475							
9540	2971							
9539	279							
9539	525							
9539	4670							
9538	5172							
9537	2138							
9537	5493							
9536	640							
9536	2941							
9535	1291							
9535	3381							
9534	4866							
9531	4871							
9530	1115							
9528	2565							
9527	4348							
9526	3322							
9524	1528							
9524	2241							
9523	1599							
9522	2364							
9522	2615							
9517	5165							
9516	4187							
9515	4850							
9514	113							
9513	173							
9511	1330							
9510	2448							
9509	348							
9509	2180							
9508	4453							
9505	83							
9505	4954							
9503	2538							
9503	5151							
9502	2907							
9501	3331							
9497	4437							
9495	1950							
9495	3551							
9495	4494							
9492	3975							
9490	4642							
9489	1335							
9486	84							
9485	2348							
9481	599							
9477	3246							
9475	50							
9473	266							
9472	4202							
9467	1933							
9465	5288							
9463	3229							
9462	1453							
9461	3218							
9460	3060							
9456	2214							
9455	1094							
9453	1574							
9450	4492							
9450	4857							
9449	428							
9447	513							
9445	1136							
9441	2031							
9441	3497							
9438	4251							
9436	2891							
9435	292							
9433	1285							
9433	3620							
9431	701							
9431	2928							
9427	2257							
9425	64							
9424	459							
9424	2543							
9422	4172							
9420	12							
9419	3981							
9418	3744							
9417	85							
9417	4843							
9414	3504							
9411	98							
9410	4990							
9401	5485							
9400	4054							
9399	2786							
9396	4096							
9394	4713							
9393	166							
9393	218							
9392	1248							
9392	3622							
9391	1578							
9390	4877							
9389	344							
9383	2268							
9380	854							
9380	3749							
9379	1638							
9378	2947							
9373	2496							
9370	5064							
9368	1273							
9366	4242							
9364	5456							
9363	3276							
9359	479							
9359	1849							
9358	2837							
9357	3612							
9354	2799							
9354	2871							
9352	4106							
9347	5163							
9346	3963							
9345	2606							
9340	1451							
9337	208							
9331	3478							
9328	2272							
9325	557							
9325	979							
9321	3333							
9319	2796							
9318	1588							
9316	4280							
9314	4188							
9314	4520							
9313	1764							
9311	4928							
9307	759							
9306	5258							
9305	5364							
9304	1635							
9304	2396							
9303	3895							
9301	834							
9300	203							
9300	1900							
9300	4848							
9298	413							
9298	2671							
9298	3152							
9295	1117							
9294	2353							
9293	4320							
9291	892							
9288	318							
9287	2008							
9285	70							
9283	4950							
9282	610							
9280	2903							
9273	3465							
9272	4711							
9269	1155							
9269	4525							
9268	3816							
9267	3268							
9266	2586							
9264	3208							
9263	2601							
9263	3448							
9260	1007							
9259	1431							
9259	3015							
9257	4561							
9252	3711							
9248	3389							
9246	1463							
9239	267							
9238	1325							
9237	2337							
9237	4472							
9236	508							
9235	3359							
9226	4742							
9221	3088							
9219	4611							
9217	493							
9217	1652							
9215	4299							
9213	4758							
9210	65							
9210	71							
9209	485							
9204	5							
9203	3496							
9202	3663							
9200	5271							
9194	1863							
9193	3191							
9181	657							
9181	3335							
9180	2584							
9177	172							
9175	3794							
9174	3886							
9173	2407							
9170	4971							
9168	5392							
9166	761							
9164	4926							
9163	1260							
9161	4715							
9160	3499							
9160	3939							
9159	1339							
9158	4386							
9151	5242							
9149	26							
9148	4924							
9147	407							
9146	2439							
9144	3074							
9143	4126							
9140	5430							
9139	2216							
9138	4375							
9137	614							
9136	1425							
9135	3965							
9132	5075							
9131	763							
9131	5421							
9130	2678							
9130	2867							
9129	1565							
9129	3812							
9128	2561							
9128	3635							
9126	4735							
9124	43							
9124	300							
9121	1547							
9120	1938							
9117	2483							
9116	943							
9113	304							
9113	1412							
9112	2300							
9111	3150							
9109	4774							
9106	1882							
9106	4968							
9105	4981							
9104	839							
9104	3106							
9103	5247							
9102	2695							
9100	3834							
9098	5181							
9095	3928							
9093	634							
9093	3078							
9092	2689							
9087	338							
9087	5152							
9085	3469							
9084	949							
9082	3274							
9081	753							
9081	2955							
9080	5012							
9078	2572							
9078	2761							
9076	3369							
9071	429							
9071	4898							
9069	4887							
9067	3297							
9064	926							
9064	1037							
9060	1107							
9060	1344							
9060	4297							
9059	643							
9058	2230							
9053	2550							
9053	3908							
9052	966							
9050	2820							
9049	2497							
9048	550							
9047	2582							
9046	1215							
9045	2021							
9043	2687							
9042	3272							
9041	1356							
9041	4138							
9035	5014							
9033	2844							
9032	1819							
9032	2937							
9030	4023							
9028	3861							
9025	265							
9018	4783							
9017	2657							
9016	333							
9015	3865							
9014	1718							
9014	1765							
9011	2546							
9010	4140							
9009	5449							
9004	1551							
9004	3195							
9003	5078							
9002	2078							
9002	5225							
8999	401							
8998	2179							
8995	3143							
8995	4262							
8993	3960							
8992	1530							
8991	3951							
8990	4748							
8989	4901							
8981	5418							
8979	53							
8978	1062							
8974	468							
8972	891							
8971	5153							
8970	918							
8965	559							
8959	799							
8959	4703							
8959	5027							
8955	1896							
8954	4016							
8953	3904							
8952	3819							
8951	518							
8950	1670							
8949	2346							
8948	563							
8948	3163							
8946	3310							
8941	2834							
8941	4610							
8941	5224							
8940	4845							
8937	5358							
8936	1844							
8932	291							
8931	1328							
8930	3760							
8927	1283							
8925	2409							
8925	2789							
8923	4729							
8922	370							
8920	4094							
8918	4797							
8915	636							
8915	3860							
8912	2215							
8910	3670							
8908	1416							
8908	2147							
8906	1120							
8899	2590							
8899	3144							
8898	2052							
8895	3366							
8894	4542							
8893	4339							
8892	1315							
8892	3596							
8889	2184							
8889	3751							
8889	5065							
8886	3969							
8884	3324							
8883	1076							
8883	1299							
8877	2262							
8877	5316							
8875	2479							
8873	3510							
8871	1161							
8871	2193							
8871	3408							
8869	1562							
8861	3372							
8861	3915							
8861	4300							
8858	889							
8853	2313							
8851	3667							
8850	1865							
8848	3200							
8847	87							
8846	2948							
8845	3319							
8843	3600							
8841	1420							
8840	2228							
8839	1039							
8839	4433							
8837	2505							
8836	5310							
8830	2433							
8829	3318							
8817	1391							
8814	5400							
8812	4545							
8811	4571							
8810	2742							
8806	659							
8806	3441							
8803	3870							
8799	3167							
8794	3615							
8792	1281							
8791	2895							
8790	3937							
8787	4193							
8784	1597							
8783	4465							
8782	1222							
8782	3806							
8778	4009							
8778	4119							
8777	980							
8775	1879							
8775	4921							
8774	4164							
8769	3040							
8767	4141							
8765	2177							
8764	1435							
8764	3284							
8762	469							
8762	3303							
8761	2013							
8761	5111							
8760	1845							
8759	5040							
8757	2640							
8757	3773							
8756	2863							
8756	3641							
8755	2736							
8753	750							
8752	4317							
8751	5491							
8749	2181							
8746	3657							
8742	367							
8738	1960							
8736	2278							
8736	3920							
8735	1886							
8729	295							
8726	3632							
8724	3797							
8723	4248							
8723	5243							
8720	1784							
8720	4563							
8719	2705							
8718	421							
8714	577							
8711	4768							
8709	2976							
8706	4123							
8705	1085							
8705	4416							
8704	5402							
8703	3373							
8700	1925							
8699	4355							
8698	3817							
8697	1644							
8697	4800							
8694	3198							
8691	1114							
8690	4943							
8688	2613							
8687	4332							
8686	3298							
8685	864							
8680	1680							
8679	4960							
8678	5259							
8676	2696							
8675	1877							
8674	227							
8674	1519							
8671	302							
8665	3356							
8661	2731							
8661	3001							
8659	1243							
8657	1513							
