10.50824038	3.9207518
0.35829692	7.92101483
1.686570934	7.157721468
0.228494114	7.37576826
10.71382113	6.619835221
8.908763672	4.961255763
10.478219	6.2781595
6.166987057	9.285054254
2.161557653	7.827816484
9.661391312	3.819859279
2.535648273	9.885035625
8.778693626	6.564363727
8.883571978	6.470279197
8.979334779	3.477560999
8.043285777	4.200828054
9.932323408	3.745851621
-0.113281585	9.434210582
1.685377544	7.538051136
7.76688936	5.912920474
2.777638316	5.196521046
8.85092751	5.106162805
0.709392136	7.539483084
6.16757834	-0.397727642
10.53081993	4.924097728
10.56437468	5.015805971
9.305443451	6.525109973
0.810229614	8.485403987
10.20846301	4.873996504
2.225899763	5.662038052
2.31286274	9.557832802
8.748467595	3.272648982
8.457376651	6.081823986
10.20589426	6.500770932
1.616743818	5.210421403
8.493743633	5.341726433
3.097986958	6.761431486
10.32605147	5.117495256
8.391831133	6.715624008
9.080707756	5.490507191
-0.331256048	8.480275451
10.59984138	4.806263274
9.421682462	3.932442366
0.410306369	9.082221105
7.467820148	3.299117124
1.625980644	6.6283152
0.035200814	8.320881193
7.908759629	5.496856742
8.107326625	6.771471183
10.26292747	6.405158433
10.22603369	5.023453458
2.747163424	9.51907556
2.785631878	9.360596461
8.445558054	3.382066344
9.015483675	4.545111812
0.856747965	8.297233702
1.479348689	6.423067198
8.550046029	2.851854718
1.164099721	8.09690722
10.18536775	4.74569069
8.025293927	2.418018668
10.14431739	6.250713916
10.4517235	4.638950155
1.247756976	6.232857509
7.957631947	4.359086637
11.43754197	5.360525243
9.72447508	6.447315136
2.36014186	8.155823393
9.371213513	7.118848514
9.721312102	3.703371986
8.54249787	4.553015689
2.182075265	6.496524676
9.362620938	5.013986106
1.762510673	9.422702544
2.551603236	6.324263075
8.270855194	4.907222614
1.462372184	7.02173591
2.167462698	8.129292858
3.468537541	3.889501665
8.181426042	6.158686775
3.003323943	5.758850901
2.752649782	7.126710792
10.49532964	4.962157342
10.38999603	6.484544478
9.090369547	4.934196481
8.563732617	6.399520254
2.352044632	9.127549805
8.334393168	7.349242909
1.981666339	4.83774119
1.415453384	9.923679389
9.801324682	5.110139408
8.097564404	5.938508743
8.927142077	5.343607225
10.11074234	3.934823244
1.142471516	6.940569042
2.041495458	6.875291578
1.164270781	7.324472805
2.543230052	8.515879547
10.30973388	4.705652095
2.138271392	10.47761477
8.341441596	5.233114079
1.510931724	8.216351871
10.80336556	4.657787605
5.719561159	-0.475008832
9.205409605	3.277095463
2.899182294	7.000937511
8.765777989	5.003166195
3.131912039	6.713037425
0.503997854	7.424594694
2.54991008	8.324623621
9.770172453	6.51312605
2.426292458	6.267420358
1.681349802	7.650305736
9.645126358	3.738495565
1.970478698	7.860419632
7.719430719	3.730176649
2.678000274	8.131614554
2.144894489	5.171851936
2.647812363	6.049706441
1.665861347	7.020889283
2.258386428	4.893792011
2.093746904	8.329968344
2.025036341	7.814574603
9.607816021	5.270026494
9.590037268	3.314843326
2.139796273	7.74882453
2.868107232	6.212274591
